,type,id,attributes.accession,attributes.analysis-status,attributes.experiment-type,attributes.analysis-summary,attributes.pipeline-version,attributes.is-private,attributes.complete-time,attributes.instrument-platform,attributes.instrument-model,relationships.sample.data.id,relationships.sample.data.type,relationships.run.data.id,relationships.run.data.type,relationships.study.data.id,relationships.study.data.type
201,analysis-jobs,MGYA00099438,MGYA00099438,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '201749'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '199505'}, {'key': 'Nucleotide sequences after length filtering', 'value': '192930'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '192930'}, {'key': 'Reads with predicted CDS', 'value': '56209'}, {'key': 'Reads with predicted RNA', 'value': '584'}, {'key': 'Reads with InterProScan match', 'value': '43'}, {'key': 'Predicted CDS', 'value': '56468'}, {'key': 'Predicted CDS with InterProScan match', 'value': '43'}, {'key': 'Total InterProScan matches', 'value': '87'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014322,samples,ERR1189750,runs,MGYS00001499,studies
202,analysis-jobs,MGYA00099439,MGYA00099439,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '195462'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '193488'}, {'key': 'Nucleotide sequences after length filtering', 'value': '187746'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '187746'}, {'key': 'Reads with predicted CDS', 'value': '58163'}, {'key': 'Reads with predicted RNA', 'value': '480'}, {'key': 'Reads with InterProScan match', 'value': '43'}, {'key': 'Predicted CDS', 'value': '58723'}, {'key': 'Predicted CDS with InterProScan match', 'value': '43'}, {'key': 'Total InterProScan matches', 'value': '83'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014282,samples,ERR1189710,runs,MGYS00001499,studies
203,analysis-jobs,MGYA00099440,MGYA00099440,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '174303'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '172618'}, {'key': 'Nucleotide sequences after length filtering', 'value': '167490'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '167490'}, {'key': 'Reads with predicted CDS', 'value': '51704'}, {'key': 'Reads with predicted RNA', 'value': '574'}, {'key': 'Reads with InterProScan match', 'value': '29'}, {'key': 'Predicted CDS', 'value': '51903'}, {'key': 'Predicted CDS with InterProScan match', 'value': '29'}, {'key': 'Total InterProScan matches', 'value': '64'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014328,samples,ERR1189756,runs,MGYS00001499,studies
204,analysis-jobs,MGYA00099441,MGYA00099441,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '147686'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '146059'}, {'key': 'Nucleotide sequences after length filtering', 'value': '141741'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '141741'}, {'key': 'Reads with predicted CDS', 'value': '47525'}, {'key': 'Reads with predicted RNA', 'value': '483'}, {'key': 'Reads with InterProScan match', 'value': '42'}, {'key': 'Predicted CDS', 'value': '47693'}, {'key': 'Predicted CDS with InterProScan match', 'value': '42'}, {'key': 'Total InterProScan matches', 'value': '85'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014343,samples,ERR1189771,runs,MGYS00001499,studies
205,analysis-jobs,MGYA00099442,MGYA00099442,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '165237'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '162711'}, {'key': 'Nucleotide sequences after length filtering', 'value': '157382'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '157382'}, {'key': 'Reads with predicted CDS', 'value': '43060'}, {'key': 'Reads with predicted RNA', 'value': '458'}, {'key': 'Reads with InterProScan match', 'value': '35'}, {'key': 'Predicted CDS', 'value': '43250'}, {'key': 'Predicted CDS with InterProScan match', 'value': '36'}, {'key': 'Total InterProScan matches', 'value': '79'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014354,samples,ERR1189782,runs,MGYS00001499,studies
206,analysis-jobs,MGYA00099443,MGYA00099443,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '157894'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '156370'}, {'key': 'Nucleotide sequences after length filtering', 'value': '151216'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '151216'}, {'key': 'Reads with predicted CDS', 'value': '44142'}, {'key': 'Reads with predicted RNA', 'value': '486'}, {'key': 'Reads with InterProScan match', 'value': '8'}, {'key': 'Predicted CDS', 'value': '44295'}, {'key': 'Predicted CDS with InterProScan match', 'value': '8'}, {'key': 'Total InterProScan matches', 'value': '22'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014325,samples,ERR1189753,runs,MGYS00001499,studies
207,analysis-jobs,MGYA00099444,MGYA00099444,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '191'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '166'}, {'key': 'Nucleotide sequences after length filtering', 'value': '125'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '125'}, {'key': 'Reads with predicted CDS', 'value': '22'}, {'key': 'Reads with predicted RNA', 'value': '3'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '22'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015543,samples,ERR1190112,runs,MGYS00001499,studies
208,analysis-jobs,MGYA00099445,MGYA00099445,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1797'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1425'}, {'key': 'Nucleotide sequences after length filtering', 'value': '1078'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '1078'}, {'key': 'Reads with predicted CDS', 'value': '121'}, {'key': 'Reads with predicted RNA', 'value': '20'}, {'key': 'Reads with InterProScan match', 'value': '4'}, {'key': 'Predicted CDS', 'value': '125'}, {'key': 'Predicted CDS with InterProScan match', 'value': '6'}, {'key': 'Total InterProScan matches', 'value': '8'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014280,samples,ERR1189708,runs,MGYS00001499,studies
209,analysis-jobs,MGYA00099446,MGYA00099446,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '71631'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '70602'}, {'key': 'Nucleotide sequences after length filtering', 'value': '68252'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '68252'}, {'key': 'Reads with predicted CDS', 'value': '19688'}, {'key': 'Reads with predicted RNA', 'value': '193'}, {'key': 'Reads with InterProScan match', 'value': '9'}, {'key': 'Predicted CDS', 'value': '19934'}, {'key': 'Predicted CDS with InterProScan match', 'value': '9'}, {'key': 'Total InterProScan matches', 'value': '22'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014298,samples,ERR1189726,runs,MGYS00001499,studies
210,analysis-jobs,MGYA00099447,MGYA00099447,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '105807'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '104865'}, {'key': 'Nucleotide sequences after length filtering', 'value': '101222'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '101222'}, {'key': 'Reads with predicted CDS', 'value': '30573'}, {'key': 'Reads with predicted RNA', 'value': '337'}, {'key': 'Reads with InterProScan match', 'value': '31'}, {'key': 'Predicted CDS', 'value': '30842'}, {'key': 'Predicted CDS with InterProScan match', 'value': '31'}, {'key': 'Total InterProScan matches', 'value': '65'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014297,samples,ERR1189725,runs,MGYS00001499,studies
211,analysis-jobs,MGYA00099448,MGYA00099448,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '98295'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '97414'}, {'key': 'Nucleotide sequences after length filtering', 'value': '94898'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '94898'}, {'key': 'Reads with predicted CDS', 'value': '26788'}, {'key': 'Reads with predicted RNA', 'value': '259'}, {'key': 'Reads with InterProScan match', 'value': '11'}, {'key': 'Predicted CDS', 'value': '26908'}, {'key': 'Predicted CDS with InterProScan match', 'value': '11'}, {'key': 'Total InterProScan matches', 'value': '21'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014306,samples,ERR1189734,runs,MGYS00001499,studies
212,analysis-jobs,MGYA00099449,MGYA00099449,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '142878'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '140935'}, {'key': 'Nucleotide sequences after length filtering', 'value': '136200'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '136200'}, {'key': 'Reads with predicted CDS', 'value': '38342'}, {'key': 'Reads with predicted RNA', 'value': '405'}, {'key': 'Reads with InterProScan match', 'value': '13'}, {'key': 'Predicted CDS', 'value': '38529'}, {'key': 'Predicted CDS with InterProScan match', 'value': '13'}, {'key': 'Total InterProScan matches', 'value': '26'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014317,samples,ERR1189745,runs,MGYS00001499,studies
213,analysis-jobs,MGYA00099450,MGYA00099450,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '125198'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '123520'}, {'key': 'Nucleotide sequences after length filtering', 'value': '119456'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '119456'}, {'key': 'Reads with predicted CDS', 'value': '35555'}, {'key': 'Reads with predicted RNA', 'value': '369'}, {'key': 'Reads with InterProScan match', 'value': '52'}, {'key': 'Predicted CDS', 'value': '35722'}, {'key': 'Predicted CDS with InterProScan match', 'value': '52'}, {'key': 'Total InterProScan matches', 'value': '102'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014321,samples,ERR1189749,runs,MGYS00001499,studies
214,analysis-jobs,MGYA00099451,MGYA00099451,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '240'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '207'}, {'key': 'Nucleotide sequences after length filtering', 'value': '162'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '162'}, {'key': 'Reads with predicted CDS', 'value': '9'}, {'key': 'Reads with predicted RNA', 'value': '48'}, {'key': 'Reads with InterProScan match', 'value': '2'}, {'key': 'Predicted CDS', 'value': '9'}, {'key': 'Predicted CDS with InterProScan match', 'value': '2'}, {'key': 'Total InterProScan matches', 'value': '5'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014263,samples,ERR1189691,runs,MGYS00001499,studies
215,analysis-jobs,MGYA00099452,MGYA00099452,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '17257'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '16927'}, {'key': 'Nucleotide sequences after length filtering', 'value': '16173'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '16173'}, {'key': 'Reads with predicted CDS', 'value': '5349'}, {'key': 'Reads with predicted RNA', 'value': '80'}, {'key': 'Reads with InterProScan match', 'value': '12'}, {'key': 'Predicted CDS', 'value': '5380'}, {'key': 'Predicted CDS with InterProScan match', 'value': '13'}, {'key': 'Total InterProScan matches', 'value': '29'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015547,samples,ERR1190116,runs,MGYS00001499,studies
216,analysis-jobs,MGYA00099453,MGYA00099453,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '500'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '407'}, {'key': 'Nucleotide sequences after length filtering', 'value': '307'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '307'}, {'key': 'Reads with predicted CDS', 'value': '36'}, {'key': 'Reads with predicted RNA', 'value': '2'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '37'}, {'key': 'Predicted CDS with InterProScan match', 'value': '1'}, {'key': 'Total InterProScan matches', 'value': '2'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015542,samples,ERR1190111,runs,MGYS00001499,studies
217,analysis-jobs,MGYA00099454,MGYA00099454,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '114874'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '113487'}, {'key': 'Nucleotide sequences after length filtering', 'value': '110107'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '110107'}, {'key': 'Reads with predicted CDS', 'value': '32104'}, {'key': 'Reads with predicted RNA', 'value': '278'}, {'key': 'Reads with InterProScan match', 'value': '11'}, {'key': 'Predicted CDS', 'value': '32367'}, {'key': 'Predicted CDS with InterProScan match', 'value': '11'}, {'key': 'Total InterProScan matches', 'value': '16'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014352,samples,ERR1189780,runs,MGYS00001499,studies
218,analysis-jobs,MGYA00099455,MGYA00099455,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1099'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '946'}, {'key': 'Nucleotide sequences after length filtering', 'value': '655'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '655'}, {'key': 'Reads with predicted CDS', 'value': '79'}, {'key': 'Reads with predicted RNA', 'value': '19'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '79'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014309,samples,ERR1189737,runs,MGYS00001499,studies
219,analysis-jobs,MGYA00099456,MGYA00099456,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '105'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '99'}, {'key': 'Nucleotide sequences after length filtering', 'value': '71'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '71'}, {'key': 'Reads with predicted CDS', 'value': '17'}, {'key': 'Reads with predicted RNA', 'value': '0'}, {'key': 'Reads with InterProScan match', 'value': '5'}, {'key': 'Predicted CDS', 'value': '17'}, {'key': 'Predicted CDS with InterProScan match', 'value': '5'}, {'key': 'Total InterProScan matches', 'value': '8'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014267,samples,ERR1189695,runs,MGYS00001499,studies
220,analysis-jobs,MGYA00099457,MGYA00099457,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '801'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '664'}, {'key': 'Nucleotide sequences after length filtering', 'value': '488'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '488'}, {'key': 'Reads with predicted CDS', 'value': '72'}, {'key': 'Reads with predicted RNA', 'value': '10'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '73'}, {'key': 'Predicted CDS with InterProScan match', 'value': '2'}, {'key': 'Total InterProScan matches', 'value': '3'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015544,samples,ERR1190113,runs,MGYS00001499,studies
